#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: EXEXM02_01_1997
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 19971203 TO 19971231
#LOCATION: Exmouth 02
#Station Status:  Current
#Lat: -21.954861  Long: 114.140889
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: LAT     which is   12.796   m below Benchmark   DMH 052   
#National Station ID:   62435 (ANTT)
#Site Description: Located in Exmouth marina.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 5
#
H(cm),YYYYMMDD.hhmm/
00195,19971203.1200/
00197,19971203.1205/
00199,19971203.1210/
00201,19971203.1215/
00202,19971203.1220/
00204,19971203.1225/
00205,19971203.1230/
00206,19971203.1235/
00207,19971203.1240/
00209,19971203.1245/
00210,19971203.1250/
00211,19971203.1255/
00212,19971203.1300/
00212,19971203.1305/
00211,19971203.1310/
00211,19971203.1315/
00211,19971203.1320/
00211,19971203.1325/
00138,19971224.1420/
00140,19971224.1425/
00142,19971224.1430/
00143,19971224.1435/
00144,19971224.1440/
00145,19971224.1445/
00147,19971224.1450/
00148,19971224.1455/
00150,19971224.1500/
00151,19971224.1505/
00152,19971224.1510/
00154,19971224.1515/
00155,19971224.1520/
00156,19971224.1525/
00157,19971224.1530/
00158,19971224.1535/
00159,19971224.1540/
00161,19971224.1545/
00163,19971224.1550/
00165,19971224.1555/
00167,19971224.1600/
00168,19971224.1605/
00169,19971224.1610/
00170,19971224.1615/
00170,19971224.1620/
00171,19971224.1625/
00172,19971224.1630/
00173,19971224.1635/
00175,19971224.1640/
00176,19971224.1645/
00177,19971224.1650/
00177,19971224.1655/
00178,19971224.1700/
00179,19971224.1705/
00180,19971224.1710/
00181,19971224.1715/
00182,19971224.1720/
00183,19971224.1725/
00184,19971224.1730/
00184,19971224.1735/
00184,19971224.1740/
00185,19971224.1745/
00185,19971224.1750/
00185,19971224.1755/
00186,19971224.1800/
00186,19971224.1805/
00186,19971224.1810/
00186,19971224.1815/
00186,19971224.1820/
00186,19971224.1825/
00186,19971224.1830/
00186,19971224.1835/
00186,19971224.1840/
00186,19971224.1845/
00185,19971224.1850/
00185,19971224.1855/
00185,19971224.1900/
00185,19971224.1905/
00186,19971224.1910/
00186,19971224.1915/
00184,19971224.1920/
00181,19971224.1925/
00179,19971224.1930/
00177,19971224.1935/
00175,19971224.1940/
00174,19971224.1945/
00173,19971224.1950/
00173,19971224.1955/
00173,19971224.2000/
00171,19971224.2005/
00170,19971224.2010/
00169,19971224.2015/
00168,19971224.2020/
00168,19971224.2025/
00167,19971224.2030/
00163,19971224.2035/
00160,19971224.2040/
00157,19971224.2045/
00157,19971224.2050/
00157,19971224.2055/
00158,19971224.2100/
00156,19971224.2105/
00154,19971224.2110/
00151,19971224.2115/
00149,19971224.2120/
00147,19971224.2125/
00146,19971224.2130/
00145,19971224.2135/
00146,19971224.2140/
00146,19971224.2145/
00144,19971224.2150/
00142,19971224.2155/
00140,19971224.2200/
00138,19971224.2205/
00135,19971224.2210/
00133,19971224.2215/
00130,19971224.2220/
00128,19971224.2225/
00127,19971224.2230/
00127,19971224.2235/
00127,19971224.2240/
00128,19971224.2245/
00127,19971224.2250/
00126,19971224.2255/
00125,19971224.2300/
00123,19971224.2305/
00121,19971224.2310/
00119,19971224.2315/
00117,19971224.2320/
00116,19971224.2325/
00116,19971224.2330/
00115,19971224.2335/
00114,19971224.2340/
00114,19971224.2345/
00112,19971224.2350/
00111,19971224.2355/
00111,19971225.0000/
00110,19971225.0005/
00110,19971225.0010/
00110,19971225.0015/
00109,19971225.0020/
00108,19971225.0025/
00107,19971225.0030/
00108,19971225.0035/
00109,19971225.0040/
00110,19971225.0045/
00109,19971225.0050/
00107,19971225.0055/
00107,19971225.0100/
00108,19971225.0105/
00109,19971225.0110/
00110,19971225.0115/
00108,19971225.0120/
00105,19971225.0125/
00103,19971225.0130/
00102,19971225.0135/
00102,19971225.0140/
00103,19971225.0145/
00104,19971225.0150/
00105,19971225.0155/
00107,19971225.0200/
00107,19971225.0205/
00108,19971225.0210/
00109,19971225.0215/
00110,19971225.0220/
00111,19971225.0225/
00113,19971225.0230/
00114,19971225.0235/
00114,19971225.0240/
00115,19971225.0245/
00114,19971225.0250/
00113,19971225.0255/
00113,19971225.0300/
00112,19971225.0305/
00113,19971225.0310/
00114,19971225.0315/
00116,19971225.0320/
00119,19971225.0325/
00122,19971225.0330/
00123,19971225.0335/
00124,19971225.0340/
00125,19971225.0345/
00125,19971225.0350/
00125,19971225.0355/
00125,19971225.0400/
00126,19971225.0405/
00126,19971225.0410/
00127,19971225.0415/
00126,19971225.0420/
00126,19971225.0425/
00127,19971225.0430/
00128,19971225.0435/
00130,19971225.0440/
00131,19971225.0445/
00131,19971225.0450/
00131,19971225.0455/
00132,19971225.0500/
00133,19971225.0505/
00134,19971225.0510/
00136,19971225.0515/
00136,19971225.0520/
00137,19971225.0525/
00138,19971225.0530/
00138,19971225.0535/
00138,19971225.0540/
00138,19971225.0545/
00138,19971225.0550/
00138,19971225.0555/
00138,19971225.0600/
00139,19971225.0605/
00140,19971225.0610/
00141,19971225.0615/
00142,19971225.0620/
00143,19971225.0625/
00145,19971225.0630/
00144,19971225.0635/
00144,19971225.0640/
00143,19971225.0645/
00143,19971225.0650/
00142,19971225.0655/
00142,19971225.0700/
00142,19971225.0705/
00142,19971225.0710/
00142,19971225.0715/
00143,19971225.0720/
00143,19971225.0725/
00144,19971225.0730/
00143,19971225.0735/
00143,19971225.0740/
00143,19971225.0745/
00143,19971225.0750/
00143,19971225.0755/
00144,19971225.0800/
00143,19971225.0805/
00142,19971225.0810/
00142,19971225.0815/
00143,19971225.0820/
00144,19971225.0825/
00145,19971225.0830/
00144,19971225.0835/
00142,19971225.0840/
00141,19971225.0845/
00138,19971225.0850/
00136,19971225.0855/
00135,19971225.0900/
00135,19971225.0905/
00135,19971225.0910/
00136,19971225.0915/
00135,19971225.0920/
00134,19971225.0925/
00134,19971225.0930/
00133,19971225.0935/
00132,19971225.0940/
00132,19971225.0945/
00132,19971225.0950/
00131,19971225.0955/
00131,19971225.1000/
00129,19971225.1005/
00128,19971225.1010/
00126,19971225.1015/
00126,19971225.1020/
00125,19971225.1025/
00125,19971225.1030/
00124,19971225.1035/
00123,19971225.1040/
00123,19971225.1045/
00122,19971225.1050/
00122,19971225.1055/
00122,19971225.1100/
00122,19971225.1105/
00122,19971225.1110/
00121,19971225.1115/
00120,19971225.1120/
00119,19971225.1125/
00118,19971225.1130/
00118,19971225.1135/
00119,19971225.1140/
00119,19971225.1145/
00119,19971225.1150/
00118,19971225.1155/
00118,19971225.1200/
00117,19971225.1205/
00117,19971225.1210/
00118,19971225.1215/
00118,19971225.1220/
00118,19971225.1225/
00119,19971225.1230/
00118,19971225.1235/
00118,19971225.1240/
00118,19971225.1245/
00118,19971225.1250/
00118,19971225.1255/
00119,19971225.1300/
00118,19971225.1305/
00118,19971225.1310/
00118,19971225.1315/
00118,19971225.1320/
00119,19971225.1325/
00120,19971225.1330/
00120,19971225.1335/
00121,19971225.1340/
00122,19971225.1345/
00123,19971225.1350/
00123,19971225.1355/
00124,19971225.1400/
00124,19971225.1405/
00125,19971225.1410/
00126,19971225.1415/
00127,19971225.1420/
00128,19971225.1425/
00129,19971225.1430/
00130,19971225.1435/
00131,19971225.1440/
00132,19971225.1445/
00133,19971225.1450/
00135,19971225.1455/
00137,19971225.1500/
00138,19971225.1505/
00139,19971225.1510/
00140,19971225.1515/
00141,19971225.1520/
00142,19971225.1525/
00144,19971225.1530/
00145,19971225.1535/
00146,19971225.1540/
00148,19971225.1545/
00150,19971225.1550/
00152,19971225.1555/
00154,19971225.1600/
00155,19971225.1605/
00156,19971225.1610/
00158,19971225.1615/
00159,19971225.1620/
00160,19971225.1625/
00162,19971225.1630/
00164,19971225.1635/
00166,19971225.1640/
00168,19971225.1645/
00169,19971225.1650/
00170,19971225.1655/
00171,19971225.1700/
00172,19971225.1705/
00172,19971225.1710/
00174,19971225.1715/
00175,19971225.1720/
00176,19971225.1725/
00178,19971225.1730/
00179,19971225.1735/
00180,19971225.1740/
00181,19971225.1745/
00182,19971225.1750/
00183,19971225.1755/
00185,19971225.1800/
00185,19971225.1805/
00185,19971225.1810/
00186,19971225.1815/
00186,19971225.1820/
00187,19971225.1825/
00188,19971225.1830/
00188,19971225.1835/
00189,19971225.1840/
00190,19971225.1845/
00191,19971225.1850/
00191,19971225.1855/
00192,19971225.1900/
00192,19971225.1905/
00192,19971225.1910/
00192,19971225.1915/
00192,19971225.1920/
00192,19971225.1925/
00192,19971225.1930/
00192,19971225.1935/
00192,19971225.1940/
00192,19971225.1945/
00191,19971225.1950/
00191,19971225.1955/
00190,19971225.2000/
00190,19971225.2005/
00189,19971225.2010/
00189,19971225.2015/
00188,19971225.2020/
00187,19971225.2025/
00187,19971225.2030/
00186,19971225.2035/
00185,19971225.2040/
00185,19971225.2045/
00184,19971225.2050/
00183,19971225.2055/
00182,19971225.2100/
00180,19971225.2105/
00178,19971225.2110/
00177,19971225.2115/
00175,19971225.2120/
00173,19971225.2125/
00172,19971225.2130/
00171,19971225.2135/
00170,19971225.2140/
00169,19971225.2145/
00166,19971225.2150/
00164,19971225.2155/
00162,19971225.2200/
00160,19971225.2205/
00158,19971225.2210/
00156,19971225.2215/
00153,19971225.2220/
00151,19971225.2225/
00149,19971225.2230/
00149,19971225.2235/
00150,19971225.2240/
00150,19971225.2245/
00148,19971225.2250/
00145,19971225.2255/
00142,19971225.2300/
00136,19971225.2305/
00131,19971225.2310/
00127,19971225.2315/
00127,19971225.2320/
00128,19971225.2325/
00130,19971225.2330/
00129,19971225.2335/
00127,19971225.2340/
00125,19971225.2345/
00124,19971225.2350/
00122,19971225.2355/
00119,19971226.0000/
00112,19971226.0005/
00105,19971226.0010/
00100,19971226.0015/
00103,19971226.0020/
00107,19971226.0025/
00112,19971226.0030/
00113,19971226.0035/
00112,19971226.0040/
00112,19971226.0045/
00112,19971226.0050/
00112,19971226.0055/
00111,19971226.0100/
00105,19971226.0105/
00100,19971226.0110/
00095,19971226.0115/
00093,19971226.0120/
00092,19971226.0125/
00092,19971226.0130/
00091,19971226.0135/
00090,19971226.0140/
00090,19971226.0145/
00091,19971226.0150/
00092,19971226.0155/
00094,19971226.0200/
00094,19971226.0205/
00094,19971226.0210/
00095,19971226.0215/
00097,19971226.0220/
00099,19971226.0225/
00101,19971226.0230/
00101,19971226.0235/
00101,19971226.0240/
00101,19971226.0245/
00101,19971226.0250/
00101,19971226.0255/
00102,19971226.0300/
00102,19971226.0305/
00102,19971226.0310/
00103,19971226.0315/
00104,19971226.0320/
00105,19971226.0325/
00106,19971226.0330/
00106,19971226.0335/
00106,19971226.0340/
00106,19971226.0345/
00107,19971226.0350/
00107,19971226.0355/
00108,19971226.0400/
00108,19971226.0405/
00108,19971226.0410/
00109,19971226.0415/
00109,19971226.0420/
00108,19971226.0425/
00109,19971226.0430/
00109,19971226.0435/
00110,19971226.0440/
00111,19971226.0445/
00113,19971226.0450/
00115,19971226.0455/
00117,19971226.0500/
00118,19971226.0505/
00118,19971226.0510/
00119,19971226.0515/
00120,19971226.0520/
00121,19971226.0525/
00122,19971226.0530/
00122,19971226.0535/
00122,19971226.0540/
00123,19971226.0545/
00123,19971226.0550/
00124,19971226.0555/
00126,19971226.0600/
00128,19971226.0605/
00130,19971226.0610/
00133,19971226.0615/
00134,19971226.0620/
00135,19971226.0625/
00136,19971226.0630/
00137,19971226.0635/
00138,19971226.0640/
00140,19971226.0645/
00140,19971226.0650/
00140,19971226.0655/
00141,19971226.0700/
00142,19971226.0705/
00144,19971226.0710/
00146,19971226.0715/
00147,19971226.0720/
00149,19971226.0725/
00150,19971226.0730/
00150,19971226.0735/
00150,19971226.0740/
00150,19971226.0745/
00151,19971226.0750/
00152,19971226.0755/
00154,19971226.0800/
00153,19971226.0805/
00152,19971226.0810/
00152,19971226.0815/
00152,19971226.0820/
00152,19971226.0825/
00153,19971226.0830/
00154,19971226.0835/
00156,19971226.0840/
00158,19971226.0845/
00158,19971226.0850/
00158,19971226.0855/
00158,19971226.0900/
00157,19971226.0905/
00156,19971226.0910/
00156,19971226.0915/
00156,19971226.0920/
00156,19971226.0925/
00157,19971226.0930/
00157,19971226.0935/
00156,19971226.0940/
00156,19971226.0945/
00156,19971226.0950/
00155,19971226.0955/
00155,19971226.1000/
00154,19971226.1005/
00154,19971226.1010/
00154,19971226.1015/
00154,19971226.1020/
00154,19971226.1025/
00154,19971226.1030/
00153,19971226.1035/
00152,19971226.1040/
00152,19971226.1045/
00150,19971226.1050/
00149,19971226.1055/
00148,19971226.1100/
00147,19971226.1105/
00146,19971226.1110/
00146,19971226.1115/
00145,19971226.1120/
00144,19971226.1125/
00143,19971226.1130/
00142,19971226.1135/
00141,19971226.1140/
00141,19971226.1145/
00139,19971226.1150/
00138,19971226.1155/
00136,19971226.1200/
00135,19971226.1205/
00133,19971226.1210/
00132,19971226.1215/
00131,19971226.1220/
00130,19971226.1225/
00129,19971226.1230/
00127,19971226.1235/
00126,19971226.1240/
00125,19971226.1245/
00124,19971226.1250/
00124,19971226.1255/
00124,19971226.1300/
00123,19971226.1305/
00122,19971226.1310/
00121,19971226.1315/
00120,19971226.1320/
00120,19971226.1325/
00120,19971226.1330/
00119,19971226.1335/
00119,19971226.1340/
00120,19971226.1345/
00120,19971226.1350/
00120,19971226.1355/
00120,19971226.1400/
00120,19971226.1405/
00119,19971226.1410/
00119,19971226.1415/
00120,19971226.1420/
00120,19971226.1425/
00121,19971226.1430/
00122,19971226.1435/
00122,19971226.1440/
00123,19971226.1445/
00124,19971226.1450/
00125,19971226.1455/
00126,19971226.1500/
00126,19971226.1505/
00126,19971226.1510/
00127,19971226.1515/
00128,19971226.1520/
00129,19971226.1525/
00131,19971226.1530/
00132,19971226.1535/
00133,19971226.1540/
00134,19971226.1545/
00135,19971226.1550/
00136,19971226.1555/
00137,19971226.1600/
00138,19971226.1605/
00139,19971226.1610/
00140,19971226.1615/
00142,19971226.1620/
00144,19971226.1625/
00146,19971226.1630/
00147,19971226.1635/
00148,19971226.1640/
00150,19971226.1645/
00151,19971226.1650/
00152,19971226.1655/
00154,19971226.1700/
00155,19971226.1705/
00157,19971226.1710/
00159,19971226.1715/
00160,19971226.1720/
00161,19971226.1725/
00163,19971226.1730/
00165,19971226.1735/
00168,19971226.1740/
00170,19971226.1745/
00171,19971226.1750/
00172,19971226.1755/
00174,19971226.1800/
00175,19971226.1805/
00177,19971226.1810/
00179,19971226.1815/
00180,19971226.1820/
00182,19971226.1825/
00184,19971226.1830/
00186,19971226.1835/
00187,19971226.1840/
00189,19971226.1845/
00190,19971226.1850/
00191,19971226.1855/
00193,19971226.1900/
00194,19971226.1905/
00195,19971226.1910/
00196,19971226.1915/
00197,19971226.1920/
00198,19971226.1925/
00200,19971226.1930/
00201,19971226.1935/
00201,19971226.1940/
00202,19971226.1945/
00203,19971226.1950/
00203,19971226.1955/
00204,19971226.2000/
00204,19971226.2005/
00204,19971226.2010/
00205,19971226.2015/
00204,19971226.2020/
00204,19971226.2025/
00204,19971226.2030/
00204,19971226.2035/
00204,19971226.2040/
00205,19971226.2045/
00204,19971226.2050/
00204,19971226.2055/
00204,19971226.2100/
00203,19971226.2105/
00202,19971226.2110/
00202,19971226.2115/
00201,19971226.2120/
00200,19971226.2125/
00200,19971226.2130/
00199,19971226.2135/
00197,19971226.2140/
00196,19971226.2145/
00194,19971226.2150/
00192,19971226.2155/
00190,19971226.2200/
00189,19971226.2205/
00188,19971226.2210/
00188,19971226.2215/
00186,19971226.2220/
00184,19971226.2225/
00182,19971226.2230/
00179,19971226.2235/
00177,19971226.2240/
00176,19971226.2245/
00176,19971226.2250/
00176,19971226.2255/
00175,19971226.2300/
00172,19971226.2305/
00168,19971226.2310/
00164,19971226.2315/
00159,19971226.2320/
00155,19971226.2325/
00151,19971226.2330/
00147,19971226.2335/
00143,19971226.2340/
00139,19971226.2345/
00137,19971226.2350/
00136,19971226.2355/
00136,19971227.0000/
00134,19971227.0005/
00132,19971227.0010/
00130,19971227.0015/
00127,19971227.0020/
00124,19971227.0025/
00122,19971227.0030/
00119,19971227.0035/
00117,19971227.0040/
00115,19971227.0045/
00113,19971227.0050/
00111,19971227.0055/
00110,19971227.0100/
00107,19971227.0105/
00104,19971227.0110/
00102,19971227.0115/
00099,19971227.0120/
00098,19971227.0125/
00096,19971227.0130/
00095,19971227.0135/
00094,19971227.0140/
00094,19971227.0145/
00091,19971227.0150/
00089,19971227.0155/
00087,19971227.0200/
00086,19971227.0205/
00084,19971227.0210/
00084,19971227.0215/
00083,19971227.0220/
00082,19971227.0225/
00082,19971227.0230/
00081,19971227.0235/
00080,19971227.0240/
00080,19971227.0245/
00079,19971227.0250/
00079,19971227.0255/
00078,19971227.0300/
00077,19971227.0305/
00077,19971227.0310/
00077,19971227.0315/
00077,19971227.0320/
00077,19971227.0325/
00078,19971227.0330/
00078,19971227.0335/
00078,19971227.0340/
00078,19971227.0345/
00078,19971227.0350/
00078,19971227.0355/
00079,19971227.0400/
00079,19971227.0405/
00079,19971227.0410/
00079,19971227.0415/
00080,19971227.0420/
00081,19971227.0425/
00082,19971227.0430/
00083,19971227.0435/
00084,19971227.0440/
00085,19971227.0445/
00085,19971227.0450/
00086,19971227.0455/
00088,19971227.0500/
00090,19971227.0505/
00092,19971227.0510/
00094,19971227.0515/
00094,19971227.0520/
00094,19971227.0525/
00095,19971227.0530/
00098,19971227.0535/
00100,19971227.0540/
00103,19971227.0545/
00104,19971227.0550/
00105,19971227.0555/
00106,19971227.0600/
00108,19971227.0605/
00111,19971227.0610/
00114,19971227.0615/
00115,19971227.0620/
00116,19971227.0625/
00117,19971227.0630/
00118,19971227.0635/
00119,19971227.0640/
00121,19971227.0645/
00122,19971227.0650/
00124,19971227.0655/
00126,19971227.0700/
00128,19971227.0705/
00130,19971227.0710/
00133,19971227.0715/
00134,19971227.0720/
00136,19971227.0725/
00138,19971227.0730/
00139,19971227.0735/
00141,19971227.0740/
00143,19971227.0745/
00144,19971227.0750/
00145,19971227.0755/
00146,19971227.0800/
00147,19971227.0805/
00149,19971227.0810/
00151,19971227.0815/
00152,19971227.0820/
00153,19971227.0825/
00155,19971227.0830/
00156,19971227.0835/
00157,19971227.0840/
00159,19971227.0845/
00160,19971227.0850/
00160,19971227.0855/
00161,19971227.0900/
00161,19971227.0905/
00161,19971227.0910/
00161,19971227.0915/
00163,19971227.0920/
00164,19971227.0925/
00166,19971227.0930/
00165,19971227.0935/
00165,19971227.0940/
00165,19971227.0945/
00165,19971227.0950/
00166,19971227.0955/
00166,19971227.1000/
00166,19971227.1005/
00165,19971227.1010/
00165,19971227.1015/
00166,19971227.1020/
00166,19971227.1025/
00167,19971227.1030/
00166,19971227.1035/
00165,19971227.1040/
00164,19971227.1045/
00163,19971227.1050/
00162,19971227.1055/
00161,19971227.1100/
00161,19971227.1105/
00161,19971227.1110/
00161,19971227.1115/
00160,19971227.1120/
00159,19971227.1125/
00158,19971227.1130/
00156,19971227.1135/
00154,19971227.1140/
00153,19971227.1145/
00151,19971227.1150/
00150,19971227.1155/
00149,19971227.1200/
00148,19971227.1205/
00147,19971227.1210/
00146,19971227.1215/
00144,19971227.1220/
00142,19971227.1225/
00141,19971227.1230/
00139,19971227.1235/
00138,19971227.1240/
00136,19971227.1245/
00135,19971227.1250/
00133,19971227.1255/
00132,19971227.1300/
00130,19971227.1305/
00128,19971227.1310/
00127,19971227.1315/
00126,19971227.1320/
00126,19971227.1325/
00125,19971227.1330/
00122,19971227.1335/
00120,19971227.1340/
00118,19971227.1345/
00117,19971227.1350/
00116,19971227.1355/
00116,19971227.1400/
00115,19971227.1405/
00114,19971227.1410/
00113,19971227.1415/
00112,19971227.1420/
00111,19971227.1425/
00111,19971227.1430/
00110,19971227.1435/
00110,19971227.1440/
00110,19971227.1445/
00109,19971227.1450/
00109,19971227.1455/
00110,19971227.1500/
00110,19971227.1505/
00110,19971227.1510/
00110,19971227.1515/
00110,19971227.1520/
00110,19971227.1525/
00110,19971227.1530/
00111,19971227.1535/
00111,19971227.1540/
00112,19971227.1545/
00113,19971227.1550/
00113,19971227.1555/
00114,19971227.1600/
00114,19971227.1605/
00115,19971227.1610/
00117,19971227.1615/
00118,19971227.1620/
00119,19971227.1625/
00121,19971227.1630/
00121,19971227.1635/
00122,19971227.1640/
00123,19971227.1645/
00125,19971227.1650/
00126,19971227.1655/
00128,19971227.1700/
00130,19971227.1705/
00132,19971227.1710/
00134,19971227.1715/
00135,19971227.1720/
00136,19971227.1725/
00138,19971227.1730/
00140,19971227.1735/
00142,19971227.1740/
00145,19971227.1745/
00147,19971227.1750/
00149,19971227.1755/
00151,19971227.1800/
00153,19971227.1805/
00154,19971227.1810/
00156,19971227.1815/
00158,19971227.1820/
00161,19971227.1825/
00163,19971227.1830/
00165,19971227.1835/
00167,19971227.1840/
00170,19971227.1845/
00172,19971227.1850/
00174,19971227.1855/
00177,19971227.1900/
00179,19971227.1905/
00181,19971227.1910/
00183,19971227.1915/
00185,19971227.1920/
00186,19971227.1925/
00188,19971227.1930/
00190,19971227.1935/
00192,19971227.1940/
00194,19971227.1945/
00196,19971227.1950/
00197,19971227.1955/
00199,19971227.2000/
00200,19971227.2005/
00201,19971227.2010/
00202,19971227.2015/
00203,19971227.2020/
00204,19971227.2025/
00206,19971227.2030/
00207,19971227.2035/
00208,19971227.2040/
00210,19971227.2045/
00210,19971227.2050/
00209,19971227.2055/
00209,19971227.2100/
00210,19971227.2105/
00211,19971227.2110/
00212,19971227.2115/
00211,19971227.2120/
00209,19971227.2125/
00208,19971227.2130/
00209,19971227.2135/
00209,19971227.2140/
00210,19971227.2145/
00208,19971227.2150/
00206,19971227.2155/
00204,19971227.2200/
00203,19971227.2205/
00201,19971227.2210/
00201,19971227.2215/
00201,19971227.2220/
00200,19971227.2225/
00200,19971227.2230/
00198,19971227.2235/
00196,19971227.2240/
00193,19971227.2245/
00191,19971227.2250/
00189,19971227.2255/
00187,19971227.2300/
00185,19971227.2305/
00183,19971227.2310/
00181,19971227.2315/
00178,19971227.2320/
00176,19971227.2325/
00173,19971227.2330/
00169,19971227.2335/
00166,19971227.2340/
00164,19971227.2345/
00161,19971227.2350/
00159,19971227.2355/
00157,19971228.0000/
00154,19971228.0005/
00151,19971228.0010/
00148,19971228.0015/
00144,19971228.0020/
00141,19971228.0025/
00138,19971228.0030/
00135,19971228.0035/
00132,19971228.0040/
00130,19971228.0045/
00126,19971228.0050/
00123,19971228.0055/
00120,19971228.0100/
00117,19971228.0105/
00114,19971228.0110/
00111,19971228.0115/
00108,19971228.0120/
00105,19971228.0125/
00102,19971228.0130/
00099,19971228.0135/
00098,19971228.0140/
00096,19971228.0145/
00093,19971228.0150/
00090,19971228.0155/
00088,19971228.0200/
00085,19971228.0205/
00083,19971228.0210/
00082,19971228.0215/
00079,19971228.0220/
00077,19971228.0225/
00076,19971228.0230/
00074,19971228.0235/
00073,19971228.0240/
00071,19971228.0245/
00069,19971228.0250/
00067,19971228.0255/
00065,19971228.0300/
00064,19971228.0305/
00063,19971228.0310/
00063,19971228.0315/
00061,19971228.0320/
00060,19971228.0325/
00059,19971228.0330/
00058,19971228.0335/
00057,19971228.0340/
00057,19971228.0345/
00055,19971228.0350/
00054,19971228.0355/
00054,19971228.0400/
00053,19971228.0405/
00053,19971228.0410/
00054,19971228.0415/
00055,19971228.0420/
00057,19971228.0425/
00058,19971228.0430/
00057,19971228.0435/
00055,19971228.0440/
00054,19971228.0445/
00055,19971228.0450/
00058,19971228.0455/
00061,19971228.0500/
00061,19971228.0505/
00062,19971228.0510/
00062,19971228.0515/
00063,19971228.0520/
00064,19971228.0525/
00065,19971228.0530/
00066,19971228.0535/
00068,19971228.0540/
00069,19971228.0545/
00071,19971228.0550/
00072,19971228.0555/
00074,19971228.0600/
00076,19971228.0605/
00078,19971228.0610/
00080,19971228.0615/
00081,19971228.0620/
00083,19971228.0625/
00086,19971228.0630/
00088,19971228.0635/
00091,19971228.0640/
00094,19971228.0645/
00096,19971228.0650/
00097,19971228.0655/
00100,19971228.0700/
00102,19971228.0705/
00106,19971228.0710/
00109,19971228.0715/
00111,19971228.0720/
00113,19971228.0725/
00116,19971228.0730/
00117,19971228.0735/
00119,19971228.0740/
00121,19971228.0745/
00123,19971228.0750/
00126,19971228.0755/
00129,19971228.0800/
00131,19971228.0805/
00134,19971228.0810/
00136,19971228.0815/
00137,19971228.0820/
00138,19971228.0825/
00140,19971228.0830/
00143,19971228.0835/
00146,19971228.0840/
00149,19971228.0845/
00151,19971228.0850/
00153,19971228.0855/
00156,19971228.0900/
00158,19971228.0905/
00160,19971228.0910/
00162,19971228.0915/
00162,19971228.0920/
00162,19971228.0925/
00162,19971228.0930/
00163,19971228.0935/
00165,19971228.0940/
00167,19971228.0945/
00167,19971228.0950/
00168,19971228.0955/
00169,19971228.1000/
00170,19971228.1005/
00171,19971228.1010/
00173,19971228.1015/
00173,19971228.1020/
00174,19971228.1025/
00175,19971228.1030/
00174,19971228.1035/
00173,19971228.1040/
00173,19971228.1045/
00174,19971228.1050/
00175,19971228.1055/
00176,19971228.1100/
00176,19971228.1105/
00175,19971228.1110/
00175,19971228.1115/
00175,19971228.1120/
00174,19971228.1125/
00173,19971228.1130/
00172,19971228.1135/
00171,19971228.1140/
00170,19971228.1145/
00169,19971228.1150/
00168,19971228.1155/
00168,19971228.1200/
00166,19971228.1205/
00165,19971228.1210/
00164,19971228.1215/
00162,19971228.1220/
00161,19971228.1225/
00160,19971228.1230/
00159,19971228.1235/
00157,19971228.1240/
00156,19971228.1245/
00154,19971228.1250/
00152,19971228.1255/
00151,19971228.1300/
00148,19971228.1305/
00146,19971228.1310/
00144,19971228.1315/
00142,19971228.1320/
00140,19971228.1325/
00139,19971228.1330/
00137,19971228.1335/
00135,19971228.1340/
00133,19971228.1345/
00130,19971228.1350/
00128,19971228.1355/
00126,19971228.1400/
00124,19971228.1405/
00121,19971228.1410/
00119,19971228.1415/
00117,19971228.1420/
00116,19971228.1425/
00114,19971228.1430/
00113,19971228.1435/
00111,19971228.1440/
00110,19971228.1445/
00109,19971228.1450/
00107,19971228.1455/
00106,19971228.1500/
00105,19971228.1505/
00103,19971228.1510/
00103,19971228.1515/
00103,19971228.1520/
00103,19971228.1525/
00103,19971228.1530/
00101,19971228.1535/
00099,19971228.1540/
00098,19971228.1545/
00099,19971228.1550/
00101,19971228.1555/
00102,19971228.1600/
00102,19971228.1605/
00101,19971228.1610/
00100,19971228.1615/
00101,19971228.1620/
00102,19971228.1625/
00103,19971228.1630/
00104,19971228.1635/
00104,19971228.1640/
00105,19971228.1645/
00106,19971228.1650/
00108,19971228.1655/
00110,19971228.1700/
00111,19971228.1705/
00112,19971228.1710/
00113,19971228.1715/
00114,19971228.1720/
00116,19971228.1725/
00118,19971228.1730/
00119,19971228.1735/
00121,19971228.1740/
00123,19971228.1745/
00125,19971228.1750/
00127,19971228.1755/
00130,19971228.1800/
00132,19971228.1805/
00134,19971228.1810/
00136,19971228.1815/
00137,19971228.1820/
00139,19971228.1825/
00142,19971228.1830/
00144,19971228.1835/
00147,19971228.1840/
00150,19971228.1845/
00151,19971228.1850/
00153,19971228.1855/
00155,19971228.1900/
00158,19971228.1905/
00161,19971228.1910/
00165,19971228.1915/
00167,19971228.1920/
00170,19971228.1925/
00172,19971228.1930/
00175,19971228.1935/
00177,19971228.1940/
00180,19971228.1945/
00182,19971228.1950/
